,name,id,user_id,user_name,game_id,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids
0,Squeezielive,,,,,,,,,,,
1,Gotaga,,,,,,,,,,,
2,Domingo, 315840433, 40063341, Domingo, 512341, live, LA FIN DU PABZOO ! (Toque Chef Vendredi 20h), 3286, 2019-12-16T17 55 09Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_domingo-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
3,TheKAIRI78,,,,,,,,,,,
4,WankilStudio,,,,,,,,,,,
5,Joueur_du_Grenier,,,,,,,,,,,
6,Sardoche, 316038417, 50795214, Sardoche, , live, SARDOCHE - Un peu de musique, 2371, 2019-12-16T18 25 20Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_sardoche-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
7,JLTomy,,,,,,,,,,,
8,ZeratoR,,,,,,,,,,,
9,EsportZoneLiveTV,,,,,,,,,,,
10,mistermv, 317306529, 28575692, mistermv, 513143, live," ""(FR) TFT Gold I - Lets go Platine BORDEL""", 7171, 2019-12-16T22 03 32Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_mistermv-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
11,Locklear, 36430624528, 137347549, Locklear, 458443, live, ALIEN CAUCHEMAR MAX DIFF BOOMER, 4384, 2019-12-16T19 36 30Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_locklear-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
12,Xari, 317472721, 88301612, Xari, 21779, live, BO GOLD (oui) !bestof, 1207, 2019-12-16T22 58 10Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_xari-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
13,FortniteFR,,,,,,,,,,,
14,lestream,,,,,,,,,,,
15,Cyprienlive,,,,,,,,,,,
16,StreamBox,,,,,,,,,,,
17,Laink,,,,,,,,,,,
18,BruceGrannec,,,,,,,,,,,
19,FuzeIII,,,,,,,,,,,
20,Terracid,,,,,,,,,,,
21,CYRILmp4,,,,,,,,,,,
22,Solary, 314219761, 174955366, Solary, 21779, live, Narkuss bo5 master puis TFT, 3553, 2019-12-16T11 30 49Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_solary-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
23,SolaryFortnite, 313886049, 198506129, SolaryFortnite, 33214, live, Finale Cup WL EU 50.000€ DAY1 | Airwaks Nikof Hunter (Rediff), 1394, 2019-12-16T08 26 31Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_solaryfortnite-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
24,Jirayalecochon,,,,,,,,,,,
25,iProMx,,,,,,,,,,,
26,LeFrenchRestream,,,,,,,,,,,
27,Anas_Off,,,,,,,,,,,
28,brusselschallenge,,,,,,,,,,,
29,PlayHearthstoneFR,,,,,,,,,,,
30,RocKy_, 317098065, 115695918, RocKy_, 512804, live, CLUB PRO TIME !, 1260, 2019-12-16T21 13 14Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_rocky_-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
31,YoMax,,,,,,,,,,,
32,FantaBobShow, 317148897, 29188740, FantaBobShow, 461529, live, Tournage, 1254, 2019-12-16T21 24 19Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_fantabobshow-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
33,RebeuDeter,,,,,,,,,,,
34,robert87000,,,,,,,,,,,
35,Kamet0, 316650337, 27115917, Kamet0, 504389, live, HORROR NIGHT   BIBI SE FAIT PIPI DESSUS ! #OMG #BOOOO #AAAAAAA #PEUR #GENKIDAMA (!prime), 859, 2019-12-16T19 56 49Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_kamet0-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
36,dreamhackcsgo_fr,,,,,,,,,,,
37,AlphaCast,,,,,,,,,,,
38,Doigby,,,,,,,,,,,
39,JulienChieze,,,,,,,,,,,
40,LyoneSportTV,,,,,,,,,,,
41,michou_twitch,,,,,,,,,,,
42,Pauleta_Youtubeur,,,,,,,,,,,
43,Alderiate,,,,,,,,,,,
44,Mushway,,,,,,,,,,,
45,AntoineDanielLive,,,,,,,,,,,
